player,Overall,Nationality,Team,Archetype,Position1,Position2,Height,Weight,Jersey,Year(s) in the NBA,Prior to NBA,Rank current,Rank all,Outside Scoring,Athleticism,Inside Scoring,Playmaking,Defending,Rebounding,Intangibles,Potential,Total Attributes,Close Shot,Mid-Range Shot,Three-Point Shot,Free Throw,Shot IQ,Offensive Consistency,Speed,Acceleration,Strength,Vertical,Stamina,Hustle,Overall Durability,Layup,Standing Dunk,Driving Dunk,Post Hook,Post Fade,Post Control,Draw Foul,Hands,Pass Accuracy,Ball Handle,Speed with Ball,Pass IQ,Pass Vision,Interior Defense,Perimeter Defense,Steal,Block,Lateral Quickness,Help Defense IQ,Pass Perception,Defensive Consistency,Offensive Rebound,Defensive Rebound,Team_Category
Bruno Caboclo,72,Brazil,Houston Rockets,Prospect,PF,C,206,98,5,6,Brazil,362,1,68,71,51,58,67,68,90,75,2434,62,68,60,84,74,60,67,69,40,77,80,85,81,70,50,70,30,42,30,29,84,65,62,66,62,34,60,59,76,86,66,70,81,35,73,62,Current
Luc Mbah a Moute,72,Cameroon,Houston Rockets,Stretch Four,PF,SF,203,104,12,2,UCLA,373,1,64,72,64,46,73,44,50,75,2432,61,65,79,70,70,40,59,55,68,78,75,90,80,67,60,60,58,59,65,66,77,32,61,41,68,29,78,78,65,51,77,85,78,75,33,54,Current
Thabo Sefolosha,72,Switzerland  /  South Africa,Houston Rockets,Interior Finisher,PF,SF,198,99,18,4,Switzerland,378,1,61,70,54,54,72,59,90,74,2419,70,68,69,64,65,30,58,60,63,76,80,72,81,71,40,70,35,51,44,40,82,70,68,53,46,34,55,76,80,63,76,76,81,70,50,68,Current
Michael Frazier,68,United States,Houston Rockets,3-Level Scorer,SG,PG,191,90,21,0,Florida,521,1,66,76,49,65,50,44,50,69,2254,70,76,77,78,57,40,76,78,52,80,84,79,81,72,35,70,33,38,26,45,72,68,74,67,68,50,38,55,57,38,68,54,57,35,40,47,Current
William Howard,68,France,Houston Rockets,3PT Specialist,SF,-,203,93,52,0,France,522,1,63,69,59,55,49,52,50,69,2219,69,68,80,73,52,35,61,61,56,70,80,70,83,65,50,65,52,54,59,48,78,57,65,57,50,44,34,56,66,44,59,45,60,30,48,56,Current
Domantas Sabonis,85,United States,Indiana Pacers,Mid-Range Finisher,PF,C,211,108,11,4,Gonzaga,41,640,83,72,81,58,44,80,85,86,2612,81,86,64,72,98,95,48,44,82,54,92,95,86,86,70,75,77,81,86,84,85,82,60,26,51,70,61,29,38,51,38,65,39,30,69,91,Current
T.J. Warren,85,United States,Indiana Pacers,3-Level Scorer,SF,PF,203,97,1,6,North Carolina State,43,642,87,72,70,60,58,46,80,86,2600,87,95,81,81,80,95,61,61,75,63,91,70,84,92,50,80,62,68,62,75,68,65,78,60,65,33,54,62,49,51,68,65,62,50,41,50,Current
Malcolm Brogdon,83,United States,Indiana Pacers,Mid-Range Playmaker,PG,SG,196,103,7,4,Virginia,54,740,85,79,61,85,64,50,85,86,2760,65,95,74,90,98,90,77,77,56,72,93,95,84,76,40,70,44,45,40,88,84,89,86,77,92,79,65,77,38,37,80,77,74,65,40,60,Current
Victor Oladipo,82,United States,Indiana Pacers,2-Way Mid-Range Scorer,SG,PG,193,95,4,7,Indiana,67,792,78,81,60,76,74,44,60,84,2717,64,88,73,78,90,75,81,82,66,88,85,85,83,78,35,85,41,53,40,60,84,75,82,80,80,64,58,84,70,45,86,84,78,85,36,52,Current
Myles Turner,79,United States,Indiana Pacers,Interior Force,C,-,211,113,33,5,Texas,104,908,82,72,76,39,69,62,65,81,2618,94,72,77,75,98,75,56,32,74,69,95,94,83,70,70,60,78,83,80,76,94,31,35,32,68,30,85,52,41,90,59,87,54,80,48,75,Current
Jeremy Lamb,77,United States,Indiana Pacers,3-Level Scorer,SG,SF,196,83,26,8,Connecticut,168,1,82,73,56,67,60,49,80,77,2527,92,78,77,84,88,75,69,75,50,82,80,70,82,75,40,70,28,51,48,65,74,75,74,68,78,41,45,69,63,55,74,65,62,50,35,63,Current
Aaron Holiday,76,United States,Indiana Pacers,Deep-Range Shot Creator,PG,SG,183,83,3,2,UCLA,178,1,80,74,51,79,56,40,95,80,2501,71,68,83,86,84,85,76,80,49,56,85,85,84,76,25,60,25,45,32,67,80,82,86,76,82,69,34,68,46,45,75,67,69,45,33,47,Current
Doug McDermott,76,United States,Indiana Pacers,3PT Specialist,SF,PF,201,101,20,6,Creighton,201,1,82,65,66,54,48,45,90,76,2379,88,56,88,83,95,80,59,53,42,67,81,67,83,77,50,65,69,82,62,48,75,65,67,47,55,35,52,58,30,32,60,63,50,40,35,54,Current
T.J. McConnell,75,United States,Indiana Pacers,Mid-Range Maestro,PG,-,185,86,9,5,Arizona,242,1,77,73,49,81,63,48,55,76,2494,95,83,76,83,72,55,70,76,44,65,78,92,83,79,25,25,44,58,38,40,79,88,79,70,86,83,49,74,53,45,76,70,80,55,40,55,Current
Justin Holiday,75,United States,Indiana Pacers,3PT Specialist,SF,SG,198,81,8,7,Washington,255,1,75,71,56,58,70,45,50,75,2457,49,74,86,78,85,75,53,71,45,82,85,83,78,77,60,73,40,42,43,53,63,65,72,50,69,33,60,75,70,62,75,74,78,65,35,54,Current
Goga Bitadze,73,Georgia,Indiana Pacers,Rim Protector,C,-,211,113,88,1,Georgia,299,1,72,69,71,54,47,65,85,81,2422,75,80,60,74,70,70,53,54,78,63,80,75,80,73,75,65,72,67,74,57,85,54,60,52,69,33,64,25,33,91,30,60,40,35,55,75,Current
JaKarr Sampson,73,United States,Indiana Pacers,Interior Finisher,PF,SF,201,93,14,6,St. John's,334,1,75,71,62,54,67,55,80,73,2499,84,70,68,81,84,60,58,67,40,78,80,90,81,74,65,75,48,44,58,55,75,50,70,66,54,28,60,77,41,62,77,75,71,70,49,61,Current
Edmond Sumner,71,United States,Indiana Pacers,Mid-Range Slasher,SG,PG,193,79,5,3,Xavier,409,1,64,78,58,67,57,44,65,75,2417,60,72,66,63,70,50,82,84,40,93,86,80,82,66,50,80,37,44,45,64,80,59,70,81,66,61,44,62,63,60,75,60,60,35,41,46,Current
T.J. Leaf,71,Israel,Indiana Pacers,Inside-Out Scorer,PF,-,208,101,22,3,UCLA,414,1,64,70,63,49,54,77,25,75,2312,93,64,70,61,68,30,70,61,60,75,80,65,81,60,65,60,60,67,68,40,80,58,52,44,64,29,67,45,59,53,49,66,60,35,75,78,Current
Alize Johnson,70,United States,Indiana Pacers,Mid-Range Finisher,PF,SF,203,95,24,2,Missouri State,450,1,61,67,63,56,54,79,30,75,2314,68,72,69,74,50,35,54,55,60,53,80,80,85,72,70,70,57,54,64,40,80,64,68,50,65,35,64,44,59,44,64,63,55,35,77,80,Current
Brian Bowen II,68,United States,Indiana Pacers,Inside-Out Scorer,SG,SF,198,90,10,1,La Lumiere (IN),498,1,65,71,53,60,56,38,60,75,2274,69,68,75,76,69,35,78,78,34,80,85,65,80,70,45,75,33,47,38,42,75,62,69,69,64,37,48,60,55,39,74,60,65,45,37,38,Current
Naz Mitrou-Long,68,Canada,Indiana Pacers,Playmaking Shot Creator,PG,SG,191,98,15,3,Iowa State,519,1,69,68,44,69,52,44,65,69,2224,73,76,77,77,74,35,63,67,48,60,80,80,81,68,30,45,38,37,28,38,70,70,72,63,73,67,27,70,42,30,75,65,48,55,40,48,Current
Kawhi Leonard,96,United States,Los Angeles Clippers,2-Way Scoring Machine,SF,PF,201,104,2,9,San Diego State,3,95,92,84,79,80,88,58,55,97,3140,94,91,81,89,96,98,85,81,79,79,94,85,82,90,55,85,50,88,86,80,98,79,86,83,78,73,79,97,86,56,97,97,97,98,41,75,Current
Paul George,90,United States,Los Angeles Clippers,2-Way Inside-Out Scorer,SG,SF,203,99,13,0,Fresno State,12,315,83,83,74,78,82,52,55,92,2967,72,78,84,88,90,85,79,79,70,88,95,80,93,93,55,85,40,74,77,74,90,78,89,79,75,70,79,92,66,53,92,92,92,90,34,70,Current
Montrezl Harrell,82,United States,Los Angeles Clippers,Interior Finisher,C,PF,201,108,5,5,Louisville,69,796,74,79,84,39,64,68,70,83,2663,85,65,40,66,98,90,62,57,94,75,85,98,83,88,90,85,80,80,89,74,82,35,35,32,55,40,77,47,38,75,52,84,64,75,69,66,Current
Lou Williams,81,United States,Los Angeles Clippers,Floor-Spacing Slasher,PG,SG,185,79,23,5,South Gwinnett HS (GA),80,834,84,70,55,80,48,40,90,81,2471,76,79,80,86,90,90,80,80,31,72,85,64,77,89,25,45,25,60,30,80,88,78,87,80,82,74,25,60,38,37,74,60,48,45,33,47,Current
Marcus Morris Sr,79,United States,Los Angeles Clippers,Stretch Four,PF,SF,203,106,13,9,Kansas,112,920,86,75,66,49,61,51,60,80,2547,76,91,85,82,98,85,73,47,75,69,94,80,86,83,55,70,60,62,52,64,84,60,60,49,44,33,64,68,40,53,72,70,61,60,41,61,Current
Patrick Beverley,78,United States,Los Angeles Clippers,3 & D Point,PG,SG,185,83,21,1,Arkansas,131,961,64,79,45,74,77,57,50,79,2522,82,44,81,66,70,40,76,83,60,91,90,76,78,70,25,45,30,35,30,38,85,75,78,75,77,66,70,92,56,56,93,89,63,95,47,66,Current
Ivica Zubac,78,Croatia,Los Angeles Clippers,Glass Cleaner,C,-,213,108,40,4,Croatia,141,978,72,63,72,43,52,89,55,78,2389,82,72,26,76,97,80,26,25,65,75,80,90,80,70,80,75,81,54,63,72,82,70,35,26,47,36,77,34,31,82,45,69,40,35,91,87,Current
Reggie Jackson,76,United States,Los Angeles Clippers,Floor-Spacing Slasher,PG,-,191,94,1,9,Boston College,195,1,75,81,55,80,62,45,60,77,2577,76,75,83,81,65,70,84,86,48,85,95,85,84,86,25,65,25,48,28,75,88,82,86,84,75,74,49,74,36,45,74,70,74,70,40,50,Current
Landry Shamet,74,United States,Los Angeles Clippers,3PT Specialist,SG,SF,193,85,20,2,Wichita State,262,1,78,77,48,71,47,34,65,79,2332,82,72,83,91,88,50,87,87,41,80,85,81,81,74,35,50,30,38,26,52,76,79,78,84,77,37,25,60,33,40,76,57,50,35,27,41,Current
Patrick Patterson,74,United States,Los Angeles Clippers,Stretch Four,PF,C,203,104,54,0,Kentucky,287,1,70,71,67,41,61,57,60,75,2389,57,82,83,71,78,50,65,46,82,68,80,75,82,60,75,60,72,64,70,52,80,30,35,42,64,33,75,66,31,35,60,77,75,65,51,63,Current
Mfiondu Kabengele,72,Canada,Los Angeles Clippers,Mid-Range Finisher,C,PF,206,115,25,1,Florida State,351,1,65,76,63,44,60,70,85,78,2434,70,74,69,76,60,40,72,70,75,72,85,80,80,68,80,80,54,50,60,40,75,34,54,55,48,28,74,58,44,81,57,74,44,50,72,68,Current
JaMychal Green,72,United States,Los Angeles Clippers,Stretch Four,PF,C,203,102,4,5,Alabama,372,1,68,72,68,45,55,73,55,75,2392,67,70,80,73,65,55,59,55,69,74,85,80,81,69,70,70,63,56,64,60,88,55,35,44,61,30,69,51,37,56,62,69,60,35,60,85,Current
Joakim Noah,72,France,Los Angeles Clippers,Glass Cleaner,C,-,211,104,55,3,University of Florida,376,1,52,68,59,52,65,81,30,75,2304,65,41,25,72,70,40,40,40,75,74,80,90,76,68,75,60,52,40,55,61,63,60,42,25,62,70,78,54,42,81,46,80,60,75,71,91,Current
Terance Mann,71,United States,Los Angeles Clippers,Offensive-Minded Wing,SF,PG,196,97,14,1,Florida State,412,1,70,74,59,74,55,43,40,75,2420,72,72,73,76,78,50,71,70,50,79,85,85,80,77,45,75,47,50,50,51,75,72,77,70,83,66,54,66,42,56,72,59,52,40,33,52,Current
Rodney McGruder,71,United States,Los Angeles Clippers,Tempo-Pushing Wing,SF,SG,193,90,19,4,Kansas State,420,1,66,69,48,62,65,52,40,74,2305,88,67,69,72,65,35,71,69,45,70,75,70,81,60,35,50,30,42,41,45,80,68,74,67,69,30,50,79,42,47,79,79,74,70,43,60,Current
Johnathan Motley,71,United States,Los Angeles Clippers,Finisher,C,PF,203,104,15,3,Baylor,426,1,65,75,64,49,52,73,98,72,2397,83,70,50,60,74,55,62,67,60,75,85,92,82,64,75,75,52,44,54,60,85,51,49,44,55,44,62,45,43,55,54,64,52,40,75,70,Current
Amir Coffey,68,United States,Los Angeles Clippers,3PT Shot Creator,SF,PF,201,92,7,1,Minnesota,505,1,59,72,50,69,55,43,40,73,2249,56,70,71,73,51,35,75,75,52,75,80,70,79,72,25,40,38,53,54,40,81,68,70,75,67,65,47,57,40,52,63,68,64,50,38,47,Current
LeBron James,97,United States,Los Angeles Lakers,2-Way Slashing Playmaker,SF,PG,206,113,23,7,St. Vincent–St. Mary High School,1,44,85,92,89,92,76,59,85,99,3237,88,78,78,70,98,98,89,87,89,89,99,95,97,98,75,91,78,90,87,95,98,90,87,88,98,97,81,89,49,64,88,90,97,50,40,78,Current
Anthony Davis,95,United States,Los Angeles Lakers,Interior Force,PF,C,208,114,3,8,Kentucky,6,133,85,87,90,66,85,78,60,96,3160,88,72,77,85,90,98,79,78,90,86,97,98,78,88,95,88,83,93,87,90,95,60,75,67,72,58,97,80,63,89,78,97,82,95,75,81,Current
Dwight Howard,78,United States,Los Angeles Lakers,Glass-Cleaning Lockdown,C,-,208,119,39,6,SW Atlanta Academy (GA),125,954,54,75,68,37,66,89,25,80,2395,77,69,60,49,40,30,70,54,88,80,77,75,82,77,85,80,70,50,68,37,80,33,40,25,57,29,78,55,38,85,52,75,77,70,90,88,Current
JaVale McGee,78,United States,Los Angeles Lakers,Paint Beast,C,-,213,122,7,2,Nevada,132,962,65,70,68,33,67,83,50,79,2416,79,64,43,65,60,80,65,47,75,69,78,75,80,64,95,85,78,58,64,65,37,25,35,26,48,29,80,47,42,94,53,84,67,65,80,86,Current
Kyle Kuzma,76,United States,Los Angeles Lakers,3-Level Scorer,PF,SF,203,99,0,3,Utah,179,1,70,78,69,64,63,55,95,80,2627,82,74,72,74,75,45,72,74,74,75,85,80,83,80,75,75,60,65,65,47,85,66,77,67,78,34,61,67,35,53,75,77,70,65,45,65,Current
Rajon Rondo,76,United States,Los Angeles Lakers,Playmaker,PG,-,185,84,9,4,Kentucky,183,1,70,78,47,82,62,47,50,79,2474,75,73,76,66,85,45,82,82,48,82,85,90,76,73,25,30,45,40,45,35,85,82,86,82,84,77,36,80,56,30,80,80,70,65,37,57,Current
Danny Green,76,United States,Los Angeles Lakers,3 & D Guard,SG,SF,198,97,14,1,UNC,188,1,71,74,51,63,75,47,50,78,2488,85,69,81,73,80,40,59,77,60,69,83,85,82,73,40,55,30,54,35,42,82,75,72,59,75,33,66,87,73,56,87,84,60,85,41,53,Current
Markieff Morris,75,United States,Los Angeles Lakers,Stretch Four,PF,C,203,110,88,9,Kansas,232,1,75,73,70,48,55,55,80,77,2457,86,72,82,78,70,60,57,44,84,63,91,77,92,67,65,67,68,77,78,66,70,44,42,34,78,41,75,42,40,51,50,75,50,55,41,68,Current
Kentavious Caldwell-Pope,75,United States,Los Angeles Lakers,Sharpshooter,SF,SG,196,92,1,7,Georgia,244,1,79,77,54,70,63,39,40,76,2481,82,88,83,78,75,65,85,82,40,69,92,85,84,73,35,73,35,58,35,34,85,75,75,80,82,36,45,77,46,42,76,78,70,70,37,40,Current
J.R. Smith,74,United States,Los Angeles Lakers,Floor-Spacing Slasher,SG,-,198,101,21,6,St. Benedict's Preparatory School,267,1,69,74,55,68,65,37,35,78,2407,72,71,78,80,70,40,70,76,52,78,88,72,79,75,40,70,25,62,45,37,83,72,74,68,74,53,45,75,76,51,75,73,72,50,25,48,Current
Avery Bradley,74,United States,Los Angeles Lakers,2-Way Sharpshooter,PG,SG,191,81,11,0,Texas,272,1,70,76,47,65,69,40,85,76,2445,88,86,80,75,60,30,84,78,50,78,85,80,80,70,25,50,28,41,37,40,85,68,78,80,64,33,60,84,49,35,84,80,80,80,33,46,Current
Alex Caruso,74,United States,Los Angeles Lakers,3PT Shot Creator,SG,PG,196,84,4,3,Texas A&M,288,1,68,73,53,71,71,41,50,75,2469,31,55,79,76,95,70,82,84,31,72,85,76,81,78,35,75,30,43,29,64,68,80,78,82,68,48,31,78,86,53,80,78,86,75,32,50,Current
Quinn Cook,73,United States,Los Angeles Lakers,3-Level Scorer,PG,-,185,81,28,3,Duke,316,1,78,71,46,73,47,40,65,76,2297,87,81,81,77,74,70,77,74,34,60,80,87,83,82,25,30,28,42,31,59,74,78,80,77,77,54,30,65,41,30,75,52,51,30,34,46,Current
Dion Waiters,73,United States,Los Angeles Lakers,3PT Specialist,SG,PG,191,97,18,8,Syracuse,321,1,69,76,61,73,58,39,50,76,2461,82,72,81,50,50,80,71,78,64,78,88,70,81,80,40,75,46,53,48,62,85,75,80,71,74,63,55,74,40,42,75,59,65,50,28,50,Current
Talen Horton-Tucker,72,United States,Los Angeles Lakers,Mid-Range Specialist,SG,SF,193,106,5,1,Iowa State,353,1,63,73,55,63,65,46,90,77,2415,65,82,74,63,60,35,63,63,65,67,85,85,80,70,30,65,42,51,42,57,80,66,73,60,64,52,44,74,70,62,78,70,70,50,37,54,Current
Jared Dudley,72,United States,Los Angeles Lakers,Stretch Four,PF,-,198,107,10,3,Boston College,361,1,76,67,53,50,64,46,40,76,2315,75,86,88,70,75,60,47,44,69,65,84,74,86,70,40,35,35,52,58,44,88,55,63,41,58,34,65,64,53,45,68,79,72,65,34,58,Current
Kostas Antetokounmpo,69,Greece,Los Angeles Lakers,Finisher,C,-,208,90,37,2,Dayton,466,1,47,70,62,36,53,71,85,75,2170,70,51,30,50,50,30,63,55,60,75,80,75,80,68,80,75,57,44,52,50,70,30,38,33,51,28,60,49,33,52,59,70,50,50,72,70,Current
Devontae Cacok,69,United States,Los Angeles Lakers,Glass Cleaner,PF,C,201,108,12,0,UNC Wilmington,495,1,43,73,59,52,53,84,25,69,2179,64,47,25,50,44,30,65,64,68,75,75,80,82,70,65,70,54,50,50,40,70,48,65,57,49,39,58,52,66,59,60,57,40,30,84,83,Current
Ja Morant,85,United States,Memphis Grizzlies,Inside-Out Playmaker,PG,-,191,79,12,1,Murray State,36,618,83,81,58,86,58,43,80,92,2687,87,79,82,77,75,95,92,92,42,88,95,80,80,87,25,93,34,37,37,69,85,82,90,92,88,79,39,75,42,42,81,70,68,50,38,48,Current
Jaren Jackson Jr.,83,United States,Memphis Grizzlies,2-Way Stretch Four,PF,C,211,109,13,2,Michigan State,53,737,81,77,78,44,74,52,70,88,2719,78,80,83,74,97,75,63,65,72,75,92,80,94,79,85,80,70,70,81,75,80,45,60,33,50,34,83,71,38,85,76,84,71,80,43,60,Current
Jaren Jackson Jr.,83,United States,Memphis Grizzlies,2-Way Stretch Four,PF,C,211,109,13,2,Michigan State,53,737,81,77,78,44,74,52,70,88,2719,78,80,83,74,97,75,63,65,72,75,92,80,94,79,85,80,70,70,81,75,80,45,60,33,50,34,83,71,38,85,76,84,71,80,43,60,Current
Jonas Valanciunas,81,Lithuania,Memphis Grizzlies,Inside-Out Scorer,C,-,211,119,17,9,Lithuania,82,841,85,73,77,42,59,88,30,81,2596,96,74,81,73,94,90,62,46,89,54,90,90,81,59,80,65,85,64,88,76,95,36,35,33,65,40,75,43,33,76,48,80,54,60,82,93,Current
Brandon Clarke,80,Canada,Memphis Grizzlies,Inside-Out Scorer,PF,C,203,93,15,1,Gonzaga,85,857,83,82,72,59,70,70,65,84,2788,96,78,84,79,78,80,82,83,64,82,90,95,80,68,80,84,66,65,64,60,85,59,69,65,62,40,78,75,38,72,78,78,72,70,63,77,Current
Justise Winslow,77,United States,Memphis Grizzlies,Mid-Range Slasher,SF,PG,198,101,20,5,Duke,158,1,72,79,58,71,67,60,80,78,2615,80,72,69,68,70,70,73,81,65,74,90,85,82,74,40,70,42,44,48,62,87,75,74,73,64,67,63,79,37,53,82,77,78,70,51,68,Current
Dillon Brooks,77,Canada,Memphis Grizzlies,Sharpshooter,SG,SF,201,99,24,3,Oregon,170,1,82,74,65,59,69,44,70,77,2614,75,83,80,81,95,80,75,72,58,65,88,75,85,79,35,65,55,59,64,75,85,59,74,66,58,40,57,81,42,51,83,80,84,75,42,46,Current
Tyus Jones,76,United States,Memphis Grizzlies,Deep-Range Shot Creator,PG,-,183,88,21,5,Duke,205,1,83,71,48,78,57,37,85,76,2462,88,80,81,74,91,85,74,69,34,57,92,87,84,79,25,30,28,40,35,69,78,79,82,74,79,76,30,67,66,35,70,60,80,50,29,44,Current
De’Anthony Melton,75,United States,Memphis Grizzlies,2-Way Tempo Pusher,SG,PG,188,90,0,2,Southern California,239,1,75,74,53,75,75,55,30,77,2585,85,60,75,82,75,75,74,76,44,75,80,85,83,74,25,65,25,58,48,50,80,78,81,74,70,70,48,81,92,55,85,77,89,75,44,65,Current
Kyle Anderson,75,United States,Memphis Grizzlies,Mid-Range Shot Creator,SF,PF,206,104,1,6,UCLA,246,1,72,69,53,73,71,61,25,76,2496,91,88,66,65,78,45,66,67,55,66,85,64,83,79,55,45,45,48,41,44,70,78,81,65,79,60,60,79,56,63,79,78,75,75,50,71,Current
Gorgui Dieng,74,Senegal,Memphis Grizzlies,3-Level Scorer,C,-,208,113,14,7,Louisville,264,1,73,70,67,40,65,78,60,78,2472,75,76,79,74,70,65,43,46,73,70,91,83,83,59,70,64,76,55,72,70,70,31,35,31,62,40,69,43,66,82,52,80,59,65,67,88,Current
Josh Jackson,73,United States,Memphis Grizzlies,3-Level Scorer,SF,PF,203,90,20,3,Kansas,331,1,61,77,63,57,68,51,45,74,2448,70,80,75,66,40,35,81,83,53,86,80,75,80,82,55,75,50,54,59,40,85,55,69,68,44,47,62,74,73,62,72,68,75,55,41,60,Current
Grayson Allen,72,United States,Memphis Grizzlies,3PT Specialist,SG,-,193,89,3,2,Duke,352,1,76,76,52,68,54,43,35,78,2375,78,76,83,89,70,60,84,78,44,81,85,80,82,74,25,70,31,43,42,51,78,70,73,79,74,44,35,72,32,30,74,70,74,45,30,56,Current
John Konchar,72,United States,Memphis Grizzlies,3PT Specialist,SG,SF,196,95,46,1,Fort Wayne,391,1,76,71,48,65,56,67,80,72,2387,72,74,80,70,84,75,62,63,37,70,90,90,84,75,30,45,28,34,42,44,85,64,69,60,66,64,44,62,59,56,69,50,60,45,65,68,Current
Anthony Tolliver,71,United States,Memphis Grizzlies,Stretch Four,PF,-,203,113,43,2,Creighton,410,1,73,64,59,46,53,54,55,75,2251,60,75,75,78,85,65,56,32,70,60,81,64,83,68,55,55,46,62,58,51,80,55,52,31,63,31,53,59,37,52,40,71,55,55,46,62,Current
Jontay Porter,71,United States,Memphis Grizzlies,Stretch Four,PF,C,211,108,10,0,Missouri,416,1,63,67,62,44,49,61,85,74,2236,69,70,75,75,50,40,56,59,72,67,85,52,80,68,65,70,55,52,60,40,85,42,48,44,52,34,62,35,30,69,50,60,54,30,52,70,Current
Marko Guduric,69,Serbia,Memphis Grizzlies,Shooter,SG,SF,198,90,23,1,Serbia,476,1,73,68,48,63,50,48,70,73,2248,69,74,73,86,75,60,66,67,35,67,80,75,83,69,30,55,25,52,35,41,80,66,69,64,68,47,35,54,40,55,67,54,58,35,40,56,Current
Yuta Watanabe,68,Japan,Memphis Grizzlies,Prospect,PF,SF,203,92,18,2,George Washington,506,1,59,73,52,60,58,53,95,72,2313,70,60,60,75,50,40,67,67,60,74,80,85,80,66,40,60,40,43,45,44,75,60,69,65,63,42,58,63,38,54,71,66,60,50,37,69,Current
Jimmy Butler,89,United States,Miami Heat,2-Way Slashing Playmaker,SF,SG,201,104,22,9,Marquette,17,399,78,81,71,81,82,60,55,89,2935,86,66,72,83,78,85,84,78,74,78,95,80,81,85,40,82,49,72,85,60,93,79,84,82,88,74,75,90,80,56,90,89,88,90,56,64,Current
Bam Adebayo,86,United States,Miami Heat,Interior Force,C,-,206,115,13,3,Kentucky,31,562,79,84,86,70,78,76,70,88,3024,88,69,56,69,97,95,70,69,84,85,95,93,90,87,90,83,88,80,78,84,95,72,69,63,74,71,86,79,49,77,69,90,80,90,66,86,Current
Goran Dragic,79,Slovenia,Miami Heat,Offensive Threat,PG,-,191,86,7,2,Slovenia,114,922,83,76,54,82,58,42,60,80,2563,76,83,81,77,92,90,76,78,44,72,92,85,84,90,25,45,25,60,39,75,76,80,86,76,92,74,32,73,37,37,73,74,70,70,35,49,Current
Tyler Herro,78,United States,Miami Heat,Sharpshooter,SG,SF,196,86,14,1,Kentucky,121,940,83,74,56,65,50,47,90,85,2457,86,86,84,84,80,75,75,74,59,72,85,75,80,73,30,60,37,55,48,65,80,68,76,72,66,42,46,62,38,37,67,57,60,35,31,62,Current
Duncan Robinson,78,United States,Miami Heat,3PT Specialist,SG,SF,201,95,55,1,Michigan,127,956,85,67,57,59,47,40,95,79,2368,65,73,92,91,98,90,59,63,35,72,85,75,83,75,30,70,40,44,35,75,90,66,72,56,70,33,50,52,36,45,65,50,50,30,27,52,Current
Jae Crowder,77,United States,Miami Heat,3-Level Scorer,PF,SF,198,106,99,8,Marquette,155,1,74,81,66,67,72,56,75,79,2710,69,79,74,79,80,60,68,69,82,73,93,93,89,77,70,60,63,65,60,47,85,65,75,66,83,44,70,78,56,51,76,80,90,75,40,72,Current
Andre Iguodala,76,United States,Miami Heat,Perimeter Lockdown,SG,SF,198,97,28,6,Arizona,181,1,57,78,59,74,77,58,40,80,2578,72,54,79,58,44,35,77,77,73,75,83,80,82,70,55,80,47,44,50,42,85,75,78,75,80,60,77,85,43,80,85,83,74,85,47,69,Current
Kendrick Nunn,76,United States,Miami Heat,Scoring Machine,PG,SG,188,83,25,1,Oakland,187,1,83,75,53,75,51,39,60,78,2447,85,92,80,84,80,75,75,75,55,76,95,70,82,85,25,75,42,47,40,37,75,74,86,69,79,67,35,62,42,40,69,57,57,45,31,46,Current
Kelly Olynyk,76,Canada,Miami Heat,Inside-Out Scorer,C,PF,211,108,9,7,Gonzaga,194,1,85,63,73,49,54,63,65,77,2484,94,76,87,85,95,75,31,33,70,55,84,88,82,70,70,60,79,79,75,74,78,60,42,25,66,50,67,50,49,56,35,66,45,65,45,81,Current
Meyers Leonard,75,United States,Miami Heat,Stretch Four,PF,C,213,115,0,8,Illinois,245,1,79,62,54,36,54,63,40,76,2200,86,80,86,84,85,55,43,38,65,72,76,62,80,70,70,70,52,38,52,45,36,30,32,26,57,34,70,43,32,55,45,70,59,60,41,85,Current
Derrick Jones Jr.,75,United States,Miami Heat,Athletic Finisher,SF,C,198,90,5,4,UNLV,249,1,74,79,66,56,60,56,65,75,2537,84,65,70,77,85,60,77,76,59,93,83,90,78,74,85,94,40,37,49,60,90,65,68,61,54,32,60,59,63,68,71,60,68,30,52,60,Current
Chris Silva,73,Gabon,Miami Heat,Glass Cleaner,PF,SF,203,104,30,1,South Carolina,336,1,58,73,62,56,56,81,70,73,2379,65,69,72,69,40,30,62,62,69,75,82,75,83,67,70,65,53,52,60,54,78,65,65,54,54,40,62,55,42,87,51,60,52,35,88,74,Current
KZ Okpala,71,United States,Miami Heat,Inside-Out Scorer,SF,SG,203,95,4,1,Stanford,402,1,62,76,61,62,59,52,50,77,2405,67,65,74,67,60,40,75,75,52,83,85,80,80,74,85,80,42,38,44,48,80,65,60,70,69,47,59,66,54,57,75,60,68,30,47,57,Current
Solomon Hill,71,United States,Miami Heat,Stretch Four,PF,SF,198,101,44,7,Arizona,435,1,73,72,59,58,63,49,40,71,2415,84,67,81,71,79,55,72,44,58,70,90,90,81,74,30,65,51,58,51,54,86,65,72,65,42,48,48,78,49,51,76,76,66,60,39,58,Current
Udonis Haslem,70,United States,Miami Heat,Interior Big,PF,C,203,106,40,7,Florida,443,1,62,66,60,38,60,69,54,76,2243,82,66,47,75,64,35,54,33,73,60,78,90,76,52,55,61,62,68,60,56,64,29,35,31,64,29,74,55,64,40,48,70,66,60,57,80,Current
