name,overallAttribute,closeShot,midRangeShot,threePointShot,freeThrow,shotIQ,offensiveConsistency,layup,standingDunk,drivingDunk,postHook,postFade,postControl,drawFoul,hands,interiorDefense,perimeterDefense,steal,block,lateralQuickness,helpDefenseIQ,passPerception,defensiveConsistency,speed,acceleration,strength,vertical,stamina,hustle,overallDurability,passAccuracy,ballHandle,speedWithBall,passIQ,passVision,offensiveRebound,defensiveRebound
Lauri Markkanen,78.0,82,84,79,86,75,80,68,70,70,73,74,74,82,85,66,49,40,53,55,66,54,45,63,60,61,62,85,58,80,55,65,42,70,32,42,67
LeBron James,96.0,91,81,79,77,98,98,97,75,90,79,90,87,95,98,82,89,69,70,88,90,97,70,87,87,89,89,99,90,97,90,87,85,94,84,67,77
Leandro Bolmaro,71.0,70,70,74,83,55,60,76,30,60,55,60,44,52,80,52,71,40,25,73,62,74,60,68,68,38,54,85,70,80,74,76,67,79,42,59,56
Lester Quinones,67.0,73,71,76,75,75,35,73,25,65,42,44,40,44,80,33,63,37,31,68,52,51,40,70,70,44,74,80,68,80,64,70,64,68,59,44,56
Lindell Wigginton,69.0,67,68,78,69,70,65,79,30,60,25,40,25,50,75,27,68,40,37,72,68,67,50,75,75,44,72,84,71,84,69,75,74,70,61,33,53
Lindy Waters III,71.0,74,77,79,85,50,80,70,25,65,28,54,34,40,70,53,67,59,56,69,62,62,40,60,60,33,67,83,70,80,59,64,50,57,35,31,63
Lonnie Walker IV,75.0,87,73,74,83,75,70,82,40,75,48,53,48,67,75,55,74,40,50,78,62,65,35,91,91,64,83,85,65,82,70,78,77,67,51,31,51
Lonzo Ball,82.0,55,65,84,79,92,85,79,30,75,35,44,40,59,84,60,86,80,62,86,85,90,85,85,85,52,80,93,70,80,88,86,85,89,70,41,62
Luca Vildoza,71.0,60,80,80,84,82,50,68,25,40,25,38,26,50,75,45,69,60,40,71,60,72,50,80,80,50,66,90,85,80,80,78,80,80,72,37,42
Luguentz Dort,77.0,83,63,76,84,90,75,86,50,85,40,38,44,60,72,52,83,41,50,86,82,82,80,79,78,70,87,92,94,80,62,72,76,62,36,36,52
Luka Doncic,95.0,96,88,87,85,98,98,95,55,75,79,84,82,98,98,54,73,66,62,75,73,69,65,84,84,71,77,98,98,85,97,95,83,98,96,72,87
Luka Garza,71.0,82,70,75,70,85,85,69,60,45,69,69,69,59,73,54,30,38,53,32,52,56,30,40,40,66,48,80,58,80,55,35,34,55,35,84,56
Luke Kennard,76.0,89,74,88,90,95,85,75,30,60,28,50,35,69,95,35,51,38,32,65,50,50,45,69,68,40,60,92,85,80,76,78,66,79,42,30,52
Luke Kornet,70.0,73,56,70,83,30,70,60,75,60,69,68,69,68,85,74,32,42,66,34,76,54,70,38,37,66,62,85,85,77,50,43,33,60,47,75,66
Mac McClung,67.0,72,64,75,64,70,40,74,35,75,44,45,43,39,75,40,67,52,42,70,50,58,40,79,79,48,82,84,80,82,69,69,78,68,55,29,67
Malachi Flynn,74.0,89,79,76,83,84,80,84,25,25,25,37,25,69,73,27,69,56,42,76,69,68,55,73,73,44,65,83,70,82,74,76,73,73,67,34,53
Malaki Branham,72.0,72,81,80,83,60,60,74,60,75,47,44,49,52,95,45,63,42,51,77,54,52,45,82,82,55,75,86,70,80,59,69,74,59,44,38,51
Malcolm Brogdon,82.0,89,79,79,87,90,85,87,40,70,44,45,40,92,92,65,77,40,50,80,77,74,65,77,77,56,72,93,95,84,89,86,77,92,73,40,62
Malik Beasley,75.0,70,71,81,73,95,75,75,45,78,63,65,41,72,76,48,66,37,40,75,60,54,45,75,75,55,79,93,85,84,69,79,68,70,36,32,52
Malik Monk,76.0,87,71,83,76,95,90,82,40,80,25,62,45,50,88,45,68,42,51,73,69,68,45,80,81,48,88,88,72,80,75,75,76,68,60,34,52
MarJon Beauchamp,71.0,72,77,72,78,50,50,75,40,70,29,42,44,40,74,54,69,70,64,74,65,69,45,76,76,52,82,89,70,80,65,70,70,67,45,59,67
Marcus Garrett,68.0,66,70,72,77,60,35,75,25,65,32,34,30,40,80,34,75,59,65,80,70,69,60,78,78,60,75,85,76,80,75,79,78,70,33,64,55
Marcus Morris Sr.,77.0,91,88,80,81,70,60,70,55,70,68,67,81,64,84,64,68,36,50,75,70,61,60,73,47,75,69,94,80,86,60,60,49,44,43,34,61
Marcus Smart,82.0,86,71,76,76,45,50,74,25,50,25,58,78,27,70,74,93,80,42,92,90,92,95,75,82,73,83,89,90,83,62,74,74,55,72,35,51
Mark Williams,72.0,72,53,36,73,70,45,75,85,75,60,60,60,73,85,70,44,40,72,49,72,60,60,65,64,73,75,85,88,80,44,35,32,52,34,58,70
Markelle Fultz,77.0,82,79,69,72,75,75,90,30,75,42,48,69,79,81,50,75,83,52,78,72,69,40,86,85,56,85,92,75,80,86,86,85,83,89,31,58
Markieff Morris,72.0,93,72,76,74,50,40,67,65,67,68,77,75,40,70,75,42,37,35,50,75,50,55,57,44,84,63,91,77,92,44,42,34,78,45,57,51
Marko Simonovic,70.0,78,70,74,78,85,55,70,70,65,65,67,67,63,75,55,45,35,64,37,55,65,35,46,46,55,59,78,80,80,57,49,38,58,37,69,69
Marquese Chriss,73.0,71,74,75,77,25,25,68,90,85,79,54,72,65,84,57,58,56,71,60,78,68,40,71,70,66,86,80,80,78,29,50,57,64,34,73,82
Marvin Bagley III,76.0,87,70,60,65,50,50,70,80,80,80,78,79,55,80,70,49,36,53,57,70,65,55,73,74,80,86,85,80,87,47,62,64,60,30,69,82
Mason Plumlee,75.0,85,60,58,35,80,70,79,80,80,75,70,70,79,81,74,46,46,67,48,77,68,75,57,41,73,75,78,92,83,75,37,50,72,63,71,83
Matisse Thybulle,77.0,74,48,74,60,60,40,74,35,70,30,30,30,25,70,60,90,97,77,92,88,97,90,76,76,59,70,85,90,80,55,65,69,35,31,38,42
Maurice Harkless,71.0,81,62,73,71,70,60,78,55,82,40,42,40,50,85,60,76,46,63,76,78,64,70,72,76,60,82,85,79,85,65,63,61,48,28,32,57
Max Christie,70.0,70,76,75,82,60,45,70,35,80,39,42,42,41,90,44,63,65,37,70,60,57,50,87,87,55,82,98,80,80,68,70,78,66,37,44,45
Max Strus,76.0,77,76,85,76,95,85,68,35,65,42,54,48,54,70,45,57,36,51,65,50,50,35,76,76,40,74,88,75,85,67,69,74,69,37,33,56
Maxi Kleber,75.0,52,70,75,74,60,35,73,75,75,67,67,64,40,80,74,72,37,75,72,75,68,70,45,38,79,56,85,85,80,70,64,45,68,32,52,80
McKinley Wright IV,68.0,69,69,71,84,50,45,74,25,50,25,32,25,45,77,25,71,63,45,79,70,69,50,84,84,32,83,80,78,80,70,75,84,66,69,40,41
Mfiondu Kabengele,70.0,70,74,58,76,60,40,68,80,80,54,50,60,40,75,72,58,42,80,57,72,44,50,72,70,75,72,85,80,80,34,54,55,48,36,48,70
Michael Porter Jr.,80.0,80,84,78,70,75,80,84,60,80,50,62,68,55,80,60,64,56,42,73,60,68,40,80,81,68,88,88,80,66,65,78,77,62,37,44,77
Mikal Bridges,83.0,97,70,80,88,98,95,75,40,75,35,42,54,55,80,69,82,46,51,86,82,86,85,80,80,62,85,92,95,84,78,79,72,88,36,39,50
Mike Conley,82.0,91,71,84,83,80,80,76,25,30,25,40,29,75,84,31,83,70,47,82,83,80,80,83,84,40,92,85,80,82,90,89,83,90,73,37,47
Mike Muscala,75.0,88,76,86,80,85,80,64,75,60,68,64,66,59,64,68,53,43,80,54,67,54,45,43,37,76,58,79,80,79,60,42,40,60,32,42,73
Miles McBride,71.0,70,76,70,80,60,50,79,25,65,25,58,48,50,80,40,70,56,32,76,69,64,55,86,86,44,80,85,85,80,70,74,80,60,62,30,52
Mitchell Robinson,81.0,72,68,32,64,98,80,79,90,80,65,52,50,58,80,83,49,46,92,65,87,65,80,48,25,70,83,85,95,80,70,40,25,54,28,93,73
Mohamed Bamba,79.0,82,65,82,72,95,80,74,85,70,69,64,69,65,80,77,48,37,88,64,80,64,65,75,61,68,75,78,75,81,35,46,32,51,34,66,85
Monte Morris,79.0,93,93,83,79,85,80,79,25,50,28,45,32,70,80,44,62,40,40,70,52,55,35,83,83,41,72,85,80,81,94,86,83,94,70,32,48
Montrezl Harrell,76.0,97,79,50,72,30,30,89,85,80,75,70,77,79,90,71,47,36,62,52,64,54,50,62,57,94,75,85,90,83,35,35,32,55,54,70,70
Moritz Wagner,75.0,89,78,76,80,80,80,60,75,65,67,67,68,50,76,58,40,37,51,47,58,54,35,73,67,78,75,85,85,81,54,42,53,55,61,47,78
Moses Brown,73.0,68,46,26,69,80,50,76,75,60,52,42,64,55,75,72,52,37,81,54,72,58,45,42,40,74,75,75,60,80,44,44,35,58,25,83,85
Moses Moody,73.0,86,77,80,82,60,75,80,40,70,44,48,49,70,80,68,71,32,56,77,69,60,65,73,73,68,70,88,80,80,65,74,70,64,30,41,52
Moussa Diabate,69.0,65,68,67,61,50,40,67,65,80,50,50,51,35,68,65,41,44,75,56,65,50,55,73,73,60,78,80,75,80,42,40,66,52,33,56,64
Myles Turner,82.0,96,83,76,73,50,80,79,80,65,76,80,80,60,95,87,70,38,95,66,90,70,85,56,32,74,69,95,80,83,31,35,32,68,30,53,79
Nah'Shon Hyland,76.0,64,82,80,92,79,85,82,25,60,30,32,32,70,85,30,61,43,53,72,60,59,45,87,87,32,68,88,70,80,74,79,84,75,70,31,62
Naji Marshall,73.0,88,72,50,86,60,75,82,45,65,60,60,63,64,80,52,60,66,50,65,62,64,40,62,62,60,75,85,70,80,67,70,62,71,46,52,66
Nassir Little,76.0,76,79,76,76,85,70,82,35,82,54,52,59,50,80,68,70,38,72,77,70,65,55,77,79,70,81,85,85,80,52,65,68,49,34,53,72
Nathan Knight,71.0,70,70,60,84,69,50,67,70,65,60,60,60,58,60,65,37,40,68,43,65,50,60,67,65,75,55,80,85,80,55,47,32,62,44,82,80
Naz Reid,77.0,79,70,77,71,75,80,81,80,75,69,58,69,74,94,77,54,46,87,54,77,59,55,50,49,80,70,88,92,80,59,58,49,65,36,67,70
Neemias Queta,70.0,75,62,50,71,60,45,61,70,65,62,60,62,40,85,70,45,30,87,48,70,48,55,59,59,76,65,80,80,80,52,38,30,62,33,83,65
Nerlens Noel,76.0,89,64,30,71,40,25,68,90,75,65,60,60,47,79,84,45,83,86,62,85,89,85,66,63,65,74,84,94,76,32,46,27,60,31,67,70
Nick Richards,73.0,81,69,25,73,80,70,62,80,80,44,47,40,40,80,73,47,40,86,52,75,40,50,72,70,65,75,81,85,84,37,35,49,36,29,69,64
Nickeil Alexander-Walker,72.0,74,55,73,77,90,85,85,40,60,54,58,64,60,88,52,75,43,55,76,70,74,55,72,75,60,70,90,75,80,75,81,72,76,62,38,53
Nicolas Batum,76.0,88,77,84,79,60,65,74,55,60,40,63,62,35,80,66,73,56,63,75,68,50,60,68,64,65,82,88,80,83,70,71,68,73,39,36,65
Nicolas Claxton,76.0,77,64,67,50,80,75,75,80,75,72,64,72,66,80,74,64,40,83,64,72,44,55,63,62,71,79,90,89,80,40,49,44,48,32,72,72
Nikola Jokic,96.0,98,97,80,75,95,98,91,90,75,94,95,95,90,90,70,61,66,62,37,71,56,55,63,62,93,63,97,80,83,93,76,60,98,89,68,98
Nikola Jovic,71.0,70,70,70,72,70,50,76,30,60,55,60,44,47,80,59,62,35,35,65,60,57,40,68,68,44,72,85,70,80,69,70,67,68,69,44,52
Nikola Vucevic,83.0,95,79,74,64,94,85,70,85,65,89,84,88,64,98,74,41,42,65,49,73,57,50,62,46,89,45,95,92,77,82,35,32,82,60,57,92
Norman Powell,80.0,82,87,84,82,95,90,84,25,80,30,32,28,78,88,50,79,42,53,78,77,74,75,79,83,46,80,92,90,82,74,79,77,75,42,32,49
OG Anunoby,81.0,69,74,80,83,85,80,79,60,85,38,37,36,70,80,76,87,63,53,87,85,84,85,81,83,68,85,85,85,81,58,72,71,52,42,47,56
Obi Toppin,76.0,79,78,73,73,75,60,79,85,90,67,67,69,45,90,66,48,37,66,47,62,47,40,70,69,74,90,88,70,88,55,60,56,59,42,54,69
Ochai Agbaji,73.0,69,72,79,72,75,60,73,65,80,52,52,52,58,78,57,71,52,47,77,70,70,55,88,88,64,85,90,90,80,62,75,78,62,44,37,52
Olivier Sarr,67.0,68,74,69,79,55,35,60,75,75,64,62,64,40,70,58,40,37,65,47,59,48,35,65,63,63,74,85,80,80,50,52,49,55,32,63,58
Omer Yurtseven,75.0,88,69,70,68,70,75,65,70,65,66,64,65,47,82,62,49,40,70,49,62,58,40,53,52,70,70,85,80,83,50,60,37,52,42,89,90
Onyeka Okongwu,76.0,89,60,60,72,55,60,79,85,75,54,55,57,52,80,79,64,43,86,69,83,65,65,74,74,70,75,88,85,83,51,54,60,50,34,84,71
Oshae Brissett,75.0,60,67,78,76,95,80,75,70,75,64,62,59,54,81,57,40,42,56,52,57,50,35,63,67,75,79,85,80,83,47,59,52,54,32,62,70
Otto Porter Jr.,76.0,88,85,81,83,75,70,75,45,70,65,67,58,57,84,63,73,73,60,76,66,64,45,68,67,60,73,93,70,79,70,77,66,70,38,59,78
Ousmane Dieng,72.0,65,73,72,75,70,50,69,45,75,45,48,48,47,90,54,62,37,30,73,54,52,40,78,78,49,79,88,80,80,69,70,75,70,62,55,59
P.J. Tucker,77.0,96,74,85,75,85,55,55,50,60,49,48,50,36,81,77,80,43,45,80,74,75,80,63,63,82,66,88,90,91,70,65,44,69,41,53,66
P.J. Washington,78.0,86,66,80,71,98,80,74,65,80,62,65,69,60,80,62,52,43,72,67,64,62,40,75,75,68,69,85,80,79,55,70,63,60,42,48,65
Paolo Banchero,78.0,80,72,75,73,70,70,80,75,85,74,70,72,60,85,68,66,62,61,70,64,67,45,80,80,77,83,90,85,80,70,76,74,70,62,65,75
Pascal Siakam,86.0,95,76,78,74,98,98,82,85,80,79,79,79,79,84,86,79,46,56,78,86,82,80,76,78,70,79,95,85,82,72,79,69,70,71,50,76
Pat Connaughton,78.0,92,69,83,77,98,85,92,30,86,35,34,30,76,90,35,69,49,47,74,50,54,50,77,78,45,95,80,90,83,69,78,65,78,32,39,61
Patrick Baldwin Jr.,70.0,70,72,72,74,70,45,74,55,70,54,52,52,52,80,56,59,40,40,64,55,54,40,57,57,69,62,85,70,80,55,58,55,60,37,44,56
Patrick Beverley,78.0,85,44,77,73,70,50,78,25,45,30,35,30,38,85,70,90,66,73,89,86,63,95,76,76,60,91,90,76,78,75,78,75,77,72,47,58
Patrick Williams,75.0,79,85,81,73,70,45,68,60,65,44,42,40,40,80,70,76,37,57,74,80,65,65,70,70,64,77,88,75,81,60,70,64,62,29,47,60
Patty Mills,72.0,54,74,84,90,90,80,79,25,25,25,37,25,50,73,27,65,38,40,72,61,61,40,83,83,51,66,82,70,82,79,86,83,84,41,29,40
Paul George,88.0,80,85,83,88,75,95,89,55,85,40,70,75,55,80,79,92,90,50,91,88,80,85,79,79,70,88,95,75,93,78,87,79,75,74,31,73
Paul Reed,73.0,70,70,66,74,75,60,64,80,70,60,62,62,57,70,69,43,79,81,52,66,58,40,49,47,62,65,80,70,80,48,52,41,44,35,86,68
Payton Pritchard,76.0,84,84,85,91,98,80,77,25,35,40,46,35,40,75,36,60,40,37,74,60,45,35,75,75,41,66,84,78,81,79,79,75,82,70,42,52
Peyton Watson,70.0,72,69,68,69,70,45,68,60,65,44,42,40,40,80,59,68,52,57,71,65,62,60,77,77,55,82,88,75,80,60,70,76,62,28,59,62
Precious Achiuwa,76.0,70,64,79,57,80,75,78,85,80,57,44,42,63,75,75,56,38,62,66,73,89,55,75,74,78,79,84,88,76,36,49,66,50,33,66,80
Quentin Grimes,72.0,73,79,82,79,55,50,74,25,70,39,58,42,55,80,46,70,59,53,75,69,68,65,86,86,63,75,85,80,80,70,74,79,65,36,41,49
Quinndary Weatherspoon,68.0,57,74,75,78,58,50,70,35,75,35,44,36,55,72,48,62,75,53,74,60,59,35,83,83,50,83,80,85,80,68,74,80,64,37,37,42
R.J. Barrett,84.0,77,73,78,73,98,98,89,45,80,52,55,79,84,85,58,82,36,42,83,79,74,75,84,84,76,82,95,80,80,79,83,82,84,59,39,65
R.J. Hampton,72.0,72,81,78,59,75,80,83,40,75,54,57,50,40,98,49,71,42,45,77,60,63,50,90,90,54,83,89,70,83,75,83,88,77,64,33,57
RJ Nembhard Jr.,67.0,71,68,72,77,50,35,73,25,75,30,37,35,44,70,43,60,45,30,73,55,65,45,82,82,54,85,80,70,80,72,77,82,70,67,37,40
Raul Neto,75.0,88,88,71,74,80,75,78,25,25,43,40,35,64,81,40,73,59,30,75,66,80,70,71,75,51,68,82,85,79,79,79,70,79,71,30,48
Reggie Bullock,75.0,87,91,80,89,80,70,71,40,50,30,51,42,50,66,50,56,38,42,65,63,50,60,63,67,50,72,80,70,80,75,71,56,72,31,34,55
Reggie Jackson,77.0,83,70,75,81,75,70,79,25,65,25,48,28,80,88,49,74,40,37,74,70,74,70,84,84,48,85,95,85,84,82,86,84,75,72,34,50
Richaun Holmes,75.0,93,80,69,77,40,50,78,85,75,70,57,70,50,80,75,40,35,72,56,68,55,50,57,55,79,81,80,95,82,42,58,38,54,33,68,82
Ricky Rubio,78.0,75,60,77,84,95,85,79,25,25,25,40,26,72,92,32,78,76,40,79,76,70,60,75,75,27,60,88,73,80,84,86,75,88,79,33,61
Robert Covington,76.0,72,69,81,83,45,30,65,55,65,59,58,59,30,70,79,83,80,82,83,85,83,80,68,69,62,70,85,75,82,60,65,65,60,33,41,72
Robert Williams III,85.0,95,69,25,67,90,85,82,90,75,60,50,65,54,75,89,40,43,92,64,88,88,90,71,62,83,75,80,90,81,57,48,38,62,39,90,77
Robin Lopez,75.0,97,73,76,60,45,40,78,75,60,96,55,95,50,88,70,55,27,67,25,80,64,70,25,25,75,57,85,95,82,30,35,25,69,57,78,50
Rodney McGruder,71.0,85,73,83,72,88,65,60,35,50,30,42,41,45,80,50,79,42,45,79,79,74,70,71,69,45,70,75,70,81,68,74,67,69,38,46,55
Romeo Langford,70.0,82,72,77,72,45,55,73,35,65,35,58,37,44,80,42,65,42,58,76,69,50,35,81,81,42,81,92,75,80,70,79,78,69,28,46,51
Ron Harper Jr.,68.0,70,72,76,79,60,50,72,40,70,44,45,30,47,85,42,60,43,47,69,60,52,55,69,69,47,70,80,75,80,58,72,63,55,33,34,46
Royce O'Neale,74.0,90,67,82,86,80,55,74,55,70,54,52,59,59,75,68,83,53,51,83,84,68,80,62,62,67,65,80,80,82,60,68,62,63,41,40,59
Rudy Gay,75.0,72,74,78,79,75,75,70,55,70,68,75,80,60,76,68,61,40,56,76,66,51,35,73,77,65,81,94,79,76,70,78,71,56,34,55,73
Rudy Gobert,88.0,92,60,25,68,95,75,75,95,75,70,58,70,80,85,97,64,37,87,65,97,74,95,48,25,87,57,90,95,81,68,35,25,58,30,84,98
Rui Hachimura,76.0,82,72,82,77,78,75,73,80,80,74,70,72,60,85,60,54,40,45,67,59,50,35,72,74,79,80,90,85,80,51,72,67,54,34,40,65
Russell Westbrook,78.0,79,74,72,65,25,40,74,30,80,45,66,66,50,85,42,74,41,42,81,70,55,70,96,96,75,92,92,85,92,75,86,95,75,76,47,72
Ryan Rollins,68.0,71,76,72,79,60,50,73,25,65,40,42,42,37,85,43,60,56,51,71,59,52,45,86,86,39,80,85,79,80,70,78,82,70,66,46,47
Saben Lee,74.0,62,74,59,68,95,85,84,25,85,25,31,30,79,77,44,60,87,57,67,55,54,30,74,74,52,69,80,76,79,80,83,73,80,73,40,58
Saddiq Bey,80.0,79,77,78,74,97,95,77,45,60,43,42,52,79,84,64,75,41,37,79,77,72,70,63,63,69,70,87,90,81,64,76,57,75,53,45,61
Sam Hauser,71.0,70,77,82,89,65,50,60,40,60,44,45,45,35,85,48,55,28,51,62,52,44,45,61,61,66,62,85,85,80,50,43,55,60,37,42,66
Sam Merrill,71.0,60,76,78,89,92,75,64,30,45,30,44,48,55,80,42,60,46,35,64,52,62,45,62,62,44,60,80,60,79,74,76,60,79,43,38,51
Sandro Mamukelashvili,71.0,65,69,82,71,60,45,69,65,65,62,60,63,54,85,65,50,38,61,49,68,52,45,59,59,73,69,85,85,80,62,59,49,69,34,68,55
Santi Aldama,70.0,73,74,60,69,60,65,66,70,60,69,69,69,45,64,65,54,35,65,54,63,59,45,44,44,70,59,80,80,79,60,42,40,50,34,68,66
Scottie Barnes,84.0,93,78,72,73,95,95,84,80,80,58,57,57,65,85,75,75,43,61,77,75,76,75,82,82,74,92,88,85,80,77,79,77,78,58,63,65
Scotty Pippen Jr.,68.0,73,74,73,75,70,50,73,25,65,25,36,31,62,72,31,62,41,55,70,54,55,50,82,82,39,79,82,75,80,70,76,82,70,66,36,61
Serge Ibaka,75.0,93,72,81,82,50,40,66,75,75,80,73,76,35,80,80,56,32,72,57,80,71,75,49,52,79,83,88,70,94,29,35,33,72,36,63,81
Seth Curry,78.0,93,97,86,88,85,85,85,25,36,27,35,30,60,69,25,57,40,40,68,54,55,35,78,78,41,68,89,80,80,75,78,77,75,63,30,47
Shaedon Sharpe,72.0,70,74,73,68,70,90,74,40,85,35,37,33,44,88,49,69,74,65,80,65,75,45,89,89,50,92,94,75,80,67,83,84,62,32,46,54
Shai Gilgeous-Alexander,87.0,94,87,75,83,98,98,94,40,75,66,73,72,94,98,61,78,53,62,82,75,76,75,86,86,60,85,94,90,80,90,90,85,90,84,54,59
Shake Milton,74.0,84,69,75,88,98,75,84,30,60,46,44,40,63,89,30,65,40,52,74,58,50,40,77,79,38,77,80,80,83,79,82,77,80,66,39,51
Simone Fontecchio,72.0,66,76,83,83,75,70,66,40,65,50,50,50,50,69,51,65,52,56,66,64,47,45,55,55,62,55,80,95,80,55,58,52,60,47,51,63
Spencer Dinwiddie,80.0,82,72,77,84,95,85,84,35,45,40,48,42,80,98,42,74,38,40,77,68,59,70,82,82,45,75,95,56,77,88,88,82,90,72,37,58
Stanley Johnson,72.0,84,79,74,83,75,65,67,35,70,38,40,34,45,80,55,78,56,51,77,72,78,50,67,76,60,61,80,85,84,65,70,67,45,39,41,54
Stephen Curry,96.0,95,92,99,93,98,99,96,25,36,35,52,35,94,98,30,75,56,50,77,78,85,65,84,84,48,73,98,98,86,93,97,84,97,75,33,62
Sterling Brown,70.0,67,67,73,81,85,50,71,40,75,50,51,45,54,85,37,69,38,50,74,58,64,45,70,71,54,65,81,65,79,75,76,58,75,34,47,80
Steven Adams,82.0,77,65,26,57,60,50,74,80,75,79,62,82,54,79,82,55,46,67,63,85,78,80,48,37,81,68,88,90,82,69,35,33,68,62,94,81
T.J. McConnell,75.0,94,79,72,66,80,70,77,25,25,44,58,38,40,79,49,82,66,52,84,70,87,80,76,76,44,65,85,92,83,88,79,73,86,74,41,55
T.J. Warren,79.0,91,82,78,81,80,90,92,50,80,62,68,62,75,68,54,62,35,25,68,65,62,50,61,61,75,63,91,70,84,65,78,60,65,32,34,52
Taj Gibson,74.0,84,79,77,69,75,55,65,75,65,81,80,79,52,77,69,58,40,81,57,78,62,60,49,46,83,58,75,85,83,33,35,32,54,29,69,66
Talen Horton-Tucker,74.0,80,77,67,83,95,75,76,30,65,42,51,42,72,80,44,74,56,56,78,70,70,50,63,63,65,67,85,85,80,74,76,60,74,59,37,52
Tari Eason,72.0,70,70,74,77,60,50,74,35,80,54,52,51,61,80,65,71,62,52,77,70,68,50,80,80,70,80,85,85,80,50,70,72,47,42,66,62
Taurean Prince,76.0,90,74,81,76,80,70,70,75,70,52,45,51,55,85,64,74,56,58,76,68,81,60,80,78,60,84,84,85,81,68,70,69,55,35,36,60
Terance Mann,75.0,88,71,80,80,95,85,70,45,75,47,50,50,69,75,54,66,40,45,73,62,59,50,71,70,50,79,85,90,80,79,77,70,83,50,49,62
Terence Davis,76.0,79,74,76,81,95,85,79,40,75,32,49,38,82,95,54,74,66,57,80,70,74,60,73,70,44,76,90,89,80,77,79,68,79,44,36,68
Terrence Ross,75.0,89,79,71,86,70,70,74,50,80,58,70,45,40,74,51,68,36,45,70,66,68,60,74,74,48,85,86,65,82,69,78,70,72,47,32,50
Terry Rozier III,82.0,85,88,81,84,90,90,87,40,70,45,53,48,78,95,55,75,53,50,77,59,65,50,82,82,62,81,92,87,82,84,88,82,85,75,36,53
Terry Taylor,74.0,89,70,74,77,85,75,70,40,45,54,52,58,40,69,54,66,37,50,74,65,40,45,77,77,69,80,85,65,83,60,66,70,62,36,90,55
Thaddeus Young,74.0,92,60,77,45,25,25,78,70,70,70,65,65,30,80,82,70,87,60,78,82,70,80,72,63,80,83,78,85,85,69,65,50,82,66,69,67
Thanasis Antetokounmpo,72.0,71,66,66,66,85,65,80,40,85,53,50,60,69,64,42,59,46,63,60,54,50,40,77,75,42,82,80,90,87,54,69,69,75,32,67,59
Theo Maledon,72.0,87,75,71,77,94,65,79,35,50,37,49,40,64,80,37,56,49,51,65,40,54,30,77,77,39,72,84,75,80,84,83,77,84,67,36,57
Theo Pinson,68.0,70,64,70,86,50,25,75,45,75,35,38,38,55,75,60,71,49,51,75,69,68,60,73,77,40,80,80,75,81,50,70,67,45,62,32,62
Thomas Bryant,76.0,92,74,70,67,98,95,72,75,65,79,72,82,68,78,63,40,33,80,57,79,50,50,62,57,80,52,88,95,82,40,53,53,42,34,58,77
Tim Hardaway Jr.,77.0,72,83,77,73,85,80,74,35,78,36,53,38,82,71,45,70,43,35,75,63,58,40,68,72,55,78,85,83,83,75,78,68,84,43,31,57
Tobias Harris,82.0,89,85,80,84,80,90,80,65,75,70,70,83,73,95,59,58,36,55,67,66,64,60,75,59,73,79,95,73,82,77,79,56,84,62,41,70
Tony Bradley,74.0,88,66,26,67,50,50,74,75,60,72,62,79,65,85,72,35,36,85,54,70,58,55,51,42,82,51,80,90,80,44,44,33,58,32,86,85
Torrey Craig,74.0,89,60,76,77,70,60,79,35,60,50,62,55,65,70,74,79,42,60,80,79,75,75,63,61,49,73,80,35,80,52,69,58,50,34,54,64
Trae Young,90.0,91,97,86,89,90,98,90,25,30,28,60,34,96,80,31,55,41,30,70,58,70,30,84,84,50,78,95,75,86,80,93,84,94,93,35,48
Tre Jones,74.0,94,84,60,81,75,65,70,25,35,32,34,30,40,80,34,75,53,37,79,70,76,65,74,74,60,71,85,75,81,79,79,74,79,73,37,53
Tre Mann,75.0,82,74,80,76,92,90,83,25,60,35,55,60,59,85,49,66,49,45,69,60,59,40,74,74,53,68,88,75,80,80,83,73,78,41,34,52
Trendon Watford,74.0,88,68,60,65,75,80,79,75,80,69,69,69,69,70,66,52,42,72,52,52,50,40,63,63,79,80,85,80,80,59,50,57,62,58,60,72
Trent Forrest,71.0,89,72,62,85,70,60,79,40,60,59,62,62,72,95,58,60,56,42,70,60,55,40,82,82,59,75,80,80,80,70,76,78,68,67,41,51
Trevelin Queen,67.0,67,68,74,73,70,40,70,40,75,30,45,45,66,80,40,60,46,51,70,55,47,40,70,70,49,75,80,65,83,65,70,66,62,44,54,64
Trevor Hudgins,68.0,69,77,80,88,60,45,68,68,85,25,42,33,58,84,38,54,40,35,63,50,55,40,75,75,42,70,85,75,80,70,74,75,70,61,32,57
Trevor Keels,67.0,71,68,71,84,70,50,70,50,70,40,38,44,50,72,37,60,52,51,74,55,54,50,74,74,60,68,85,94,80,74,78,74,77,72,44,47
Trey Burke,71.0,88,73,74,88,81,85,74,25,30,28,45,35,55,85,48,63,42,25,68,54,60,35,80,80,41,70,85,85,80,80,86,80,84,70,30,43
Trey Lyles,75.0,91,73,75,80,85,75,77,70,65,66,74,69,66,80,68,36,36,58,52,64,62,40,54,55,69,65,81,80,84,55,58,41,60,37,55,79
Trey Murphy,75.0,70,72,82,84,80,45,70,65,75,42,44,43,31,57,69,69,41,45,70,69,59,65,84,84,60,82,85,75,80,59,50,74,64,32,54,58
