name,overallAttribute,closeShot,midRangeShot,threePointShot,freeThrow,shotIQ,offensiveConsistency,layup,standingDunk,drivingDunk,postHook,postFade,postControl,drawFoul,hands,interiorDefense,perimeterDefense,steal,block,lateralQuickness,helpDefenseIQ,passPerception,defensiveConsistency,speed,acceleration,strength,vertical,stamina,hustle,overallDurability,passAccuracy,ballHandle,speedWithBall,passIQ,passVision,offensiveRebound,defensiveRebound
Malcolm Hill,69,61,72,83,80,60,50,66,40,60,42,40,52,41,73,45,55,43,52,64,50,44,35,65,65,47,65,80,75,73,60,68,60,57,27,56,54
Malik Beasley,77,72,72,79,73,95,75,75,45,78,63,65,41,72,76,48,66,37,40,75,60,54,45,75,75,55,79,93,85,84,69,79,68,70,36,32,53
Malik Fitts,68,70,74,75,78,44,30,68,60,70,44,44,54,40,74,68,69,54,70,69,70,68,50,65,65,50,70,80,80,79,38,60,62,55,30,69,68
Malik Monk,78,82,71,84,76,75,80,82,40,80,25,62,45,50,88,45,68,41,52,73,69,68,45,80,81,48,88,88,72,80,75,75,76,68,52,33,52
Marcus Morris Sr.,79,93,83,82,81,70,60,70,55,70,68,67,81,64,84,64,68,36,45,75,70,61,60,73,47,75,69,94,80,86,60,60,49,44,44,35,62
Marcus Smart,79,91,53,73,76,45,30,74,25,50,25,58,78,27,70,74,93,86,45,92,90,88,95,75,82,73,83,89,90,83,62,74,74,55,71,35,51
Markelle Fultz,77,88,70,69,72,75,75,90,30,75,42,48,69,79,81,50,75,53,45,78,72,69,40,86,85,56,85,92,75,80,86,86,85,83,78,36,50
Markieff Morris,72,93,72,77,74,50,40,67,65,67,68,77,75,40,70,75,42,35,40,50,75,50,55,57,44,84,63,91,77,92,44,42,34,78,43,63,46
Marko Simonovic,70,78,70,74,78,85,55,70,70,65,65,67,67,63,75,55,45,35,64,37,55,65,35,46,46,55,59,78,80,80,57,49,38,58,37,69,69
Markus Howard,68,68,79,81,85,50,65,70,25,45,25,40,25,40,85,25,45,37,37,65,47,45,25,88,88,45,81,80,70,80,68,81,86,67,48,27,52
Marquese Chriss,74,71,74,75,77,60,65,68,90,85,79,54,72,65,84,57,58,66,74,60,78,68,40,71,70,66,86,80,80,78,29,50,57,64,34,68,86
Marvin Bagley III,78,86,70,61,65,50,50,70,80,80,80,78,79,55,80,70,49,33,53,57,70,65,55,73,74,80,86,85,80,87,47,62,64,60,28,74,85
Mason Jones,73,71,84,85,65,80,70,70,25,65,44,40,40,64,78,54,69,40,25,74,64,62,45,64,64,46,57,80,70,80,62,71,64,60,66,34,73
Mason Plumlee,77,88,60,58,35,80,70,79,80,80,75,70,70,79,81,74,46,53,63,48,77,68,75,57,41,73,75,78,92,83,75,37,50,72,61,71,82
Matisse Thybulle,77,74,48,73,60,60,40,74,35,70,30,30,30,25,70,60,90,97,76,92,88,97,90,76,76,59,70,85,90,80,55,65,69,35,31,36,43
Matt Ryan,68,67,75,81,90,60,45,67,40,55,40,40,40,37,95,42,64,40,51,64,55,50,40,55,55,54,69,89,70,79,65,67,52,68,35,36,54
Matt Thomas,73,72,89,83,90,85,70,67,35,55,40,52,40,48,92,48,51,35,40,61,57,55,45,64,63,40,64,90,85,85,60,67,59,66,31,29,52
Maurice Harkless,72,81,62,74,71,70,60,78,55,82,40,42,40,50,85,60,76,43,66,76,78,64,70,72,76,60,82,85,79,85,65,63,61,48,28,33,56
Max Strus,75,77,76,84,76,95,85,68,35,65,42,54,48,54,70,45,57,33,50,65,50,50,35,76,76,40,74,88,75,85,67,69,74,69,35,35,59
Maxi Kleber,74,52,70,80,74,60,35,73,75,75,67,67,64,40,80,74,72,37,73,69,75,68,70,45,38,79,56,85,85,80,70,64,45,68,32,61,79
McKinley Wright IV,68,69,69,71,84,50,45,74,25,50,25,32,25,45,77,25,71,63,45,79,70,69,50,84,84,32,83,80,78,80,70,75,84,66,69,40,41
Michael Porter Jr.,80,80,84,78,70,75,80,84,60,80,50,62,68,55,80,60,64,56,42,73,60,68,40,80,81,68,88,88,80,66,65,78,77,62,37,43,77
Mikal Bridges,83,95,79,84,88,95,85,75,40,75,35,42,54,55,80,69,82,49,51,86,82,86,85,80,80,62,85,92,95,84,78,79,72,88,35,40,48
Mike Conley,82,89,71,84,83,80,80,76,25,30,25,40,29,75,84,31,83,59,50,82,83,80,80,83,84,40,92,85,80,82,90,89,83,90,73,36,47
Mike Muscala,76,88,76,86,80,85,80,64,75,60,68,64,66,59,64,68,53,43,80,54,67,54,45,43,37,76,58,79,80,79,60,42,40,60,32,42,72
Miles Bridges,84,85,81,73,77,97,95,89,60,91,59,60,80,88,79,60,59,42,63,76,62,68,45,75,72,73,82,88,75,85,69,76,71,74,59,41,69
Miles McBride,71,70,76,72,80,60,50,79,25,65,25,58,48,50,80,40,70,84,42,76,69,64,55,86,86,44,80,85,85,80,70,74,80,60,70,32,46
Mitchell Robinson,82,72,68,32,64,98,80,79,90,80,65,52,50,58,80,83,49,38,89,65,87,65,80,48,25,70,83,85,95,80,70,40,25,54,27,92,78
Mohamed Bamba,80,77,62,78,72,95,80,74,85,70,69,64,69,65,80,77,48,38,90,64,80,64,65,75,61,68,75,78,75,81,35,46,32,51,35,66,84
Monte Morris,79,88,96,81,79,85,80,79,25,50,28,45,32,70,80,44,62,38,37,70,52,55,35,83,83,41,72,85,80,81,94,86,83,94,70,32,48
Montrezl Harrell,79,94,79,50,72,40,45,89,85,80,77,75,77,79,90,71,47,35,62,52,64,54,50,62,57,94,75,85,90,83,35,35,32,55,55,68,75
Moritz Wagner,75,88,78,76,80,80,80,60,75,65,67,67,68,50,76,58,40,38,56,47,58,54,35,73,67,78,75,85,85,81,54,42,53,55,60,45,67
Moses Brown,73,68,46,26,69,80,65,76,75,60,52,42,64,55,75,72,52,36,82,54,72,58,45,42,40,74,75,75,60,80,44,44,35,58,25,70,81
Moses Moody,74,86,77,78,82,60,75,80,40,70,44,48,49,70,80,68,71,31,55,77,69,60,65,73,73,68,70,88,80,80,65,74,70,64,30,37,57
Moses Wright,68,70,69,74,71,50,40,62,75,60,64,65,65,50,80,69,42,40,57,47,68,54,35,68,65,60,69,84,75,80,36,39,50,52,45,69,71
Mychal Mulder,70,74,70,74,70,92,75,77,25,55,25,36,31,59,72,34,64,33,53,70,55,58,40,79,79,39,72,90,75,84,78,79,77,79,29,30,42
Myles Powell,65,69,72,79,81,60,50,73,25,60,36,54,32,40,75,37,54,54,34,70,54,50,30,76,76,50,70,80,70,81,74,76,73,70,66,30,36
Myles Turner,82,96,83,80,73,50,80,79,80,65,76,80,80,60,95,87,70,37,95,66,90,70,85,56,32,74,69,95,80,83,31,35,32,68,30,53,79
Nah'Shon Hyland,78,50,88,78,92,79,75,82,25,60,30,32,32,70,85,30,61,41,55,72,60,59,45,87,87,32,68,88,70,80,74,79,84,75,62,30,65
Naji Marshall,74,81,72,60,86,60,75,82,45,65,60,60,63,64,80,52,60,63,52,65,62,64,40,62,62,60,75,85,70,80,67,70,62,71,44,52,72
Nassir Little,76,76,79,75,76,85,70,82,35,82,54,52,59,50,80,68,70,41,72,77,70,65,55,77,79,70,81,85,85,80,52,65,68,49,33,56,73
Nathan Knight,72,70,70,60,84,69,50,67,70,65,60,60,60,58,60,65,37,35,78,43,65,50,60,67,65,75,55,80,85,80,55,47,32,62,43,76,75
Naz Reid,77,79,70,77,71,75,80,81,80,75,69,58,69,74,94,77,54,41,89,54,77,59,55,50,49,80,70,88,92,80,59,58,49,65,35,67,67
Neemias Queta,70,75,62,50,71,60,45,61,70,65,62,60,62,40,85,70,45,40,80,48,70,48,55,59,59,76,65,80,80,80,52,38,30,62,40,75,70
Nemanja Bjelica,75,80,80,77,71,70,60,76,45,65,59,68,66,62,57,50,49,56,61,65,60,50,66,59,65,66,52,92,86,77,70,72,43,60,66,56,79
Nerlens Noel,77,89,64,30,71,50,25,68,90,75,65,60,60,47,79,84,45,83,86,62,85,89,85,66,63,65,74,84,94,76,32,46,27,60,31,67,70
Nick Richards,74,81,69,25,73,80,70,62,80,80,44,47,40,40,80,73,47,40,85,52,75,40,50,72,70,65,75,81,85,84,37,35,49,36,30,67,65
Nickeil Alexander-Walker,73,75,50,73,77,90,85,85,40,60,54,58,64,60,88,52,75,43,53,76,70,74,55,72,75,60,70,90,75,80,75,81,72,76,65,39,52
Nicolas Batum,76,88,78,84,79,60,65,74,55,60,40,63,62,35,80,66,73,56,65,75,68,50,60,68,64,65,82,88,80,83,70,71,68,73,37,35,66
Nicolas Claxton,78,68,64,67,50,80,75,75,80,75,72,64,72,66,80,74,64,38,83,64,72,44,55,63,62,71,79,90,89,80,40,49,44,48,31,77,67
Nik Stauskas,69,66,70,78,90,60,40,70,45,75,25,62,45,40,85,54,60,49,50,65,58,60,35,70,70,60,70,80,60,85,60,72,65,70,33,42,70
Nikola Jokic,96,98,93,82,75,95,98,91,90,75,94,95,95,90,90,70,61,59,61,37,71,56,55,63,62,93,63,97,80,83,93,76,60,98,90,68,98
Nikola Vucevic,83,93,82,73,64,94,85,70,85,65,89,84,88,64,98,74,41,42,71,49,73,57,50,62,46,89,45,95,92,77,82,35,32,82,64,58,93
Norman Powell,81,83,88,84,82,95,90,84,25,80,30,32,28,78,88,50,79,43,52,78,77,74,75,79,83,46,80,92,90,82,74,79,77,75,42,32,48
OG Anunoby,81,71,72,80,83,85,80,79,60,85,38,37,36,70,80,76,87,66,55,87,85,84,85,81,83,68,85,85,85,81,58,72,71,52,42,47,56
Obi Toppin,77,81,78,61,73,75,60,79,85,90,67,67,69,45,90,66,48,36,67,47,62,47,40,70,69,74,90,88,70,88,55,60,56,59,40,57,73
Olivier Sarr,67,68,74,69,79,55,35,60,75,75,64,62,64,40,70,58,40,47,50,47,59,48,35,65,63,63,74,85,80,80,50,52,49,55,32,64,65
Omer Yurtseven,77,84,69,70,68,70,75,65,70,65,66,64,65,47,82,62,49,46,77,49,62,58,40,53,52,70,70,85,80,83,50,60,37,52,39,88,90
Onyeka Okongwu,78,86,60,60,72,55,60,79,85,75,54,55,57,52,80,79,64,46,88,69,83,65,65,74,74,70,75,88,85,83,51,54,60,50,34,82,67
Oshae Brissett,76,65,67,78,76,90,75,60,70,75,64,62,59,54,81,57,40,42,56,52,57,50,35,63,67,75,79,85,80,83,47,59,52,54,31,65,70
Otto Porter Jr.,77,84,80,81,83,75,70,75,45,70,65,67,58,57,84,63,73,76,61,76,66,64,45,68,67,60,73,93,70,79,70,77,66,70,41,51,76
P.J. Tucker,76,94,74,86,75,85,55,55,50,60,49,48,50,36,81,77,80,43,45,80,74,75,80,63,63,82,66,88,90,91,70,65,44,69,41,53,65
P.J. Washington,78,60,60,82,71,95,80,74,65,80,62,65,69,60,80,62,52,42,75,67,64,62,40,75,75,68,69,85,80,79,55,70,63,60,43,51,69
Pascal Siakam,87,93,75,78,74,90,95,82,85,80,70,70,75,74,84,86,79,49,60,78,86,82,80,76,78,70,79,95,85,82,72,79,69,70,71,53,76
Pat Connaughton,78,92,69,84,77,98,85,92,30,86,35,34,30,76,90,35,69,49,47,74,50,54,50,77,78,45,95,80,90,83,69,78,65,78,32,38,61
Patrick Beverley,79,91,44,77,73,70,50,78,25,45,30,35,30,38,85,70,90,59,74,89,86,63,95,76,76,60,91,90,76,78,75,78,75,77,72,46,61
Patrick Williams,74,79,85,81,73,70,45,68,60,65,44,42,40,40,80,70,76,40,53,74,80,65,65,70,70,64,77,88,75,81,60,70,64,62,28,29,46
Patty Mills,73,68,76,84,90,90,80,79,25,25,25,37,25,50,73,27,65,38,45,72,61,61,40,83,83,51,66,82,70,82,79,86,83,84,44,29,41
Paul George,88,80,87,83,88,75,95,89,55,85,40,70,75,55,80,79,92,86,47,91,88,80,85,79,79,70,88,95,75,93,78,87,79,75,73,31,74
Paul Millsap,73,85,66,69,72,45,30,70,70,70,74,74,70,35,85,77,70,37,67,77,75,72,70,59,45,87,66,70,70,91,61,70,59,74,47,79,82
Paul Reed,73,70,70,66,74,75,60,64,80,70,60,62,62,57,70,69,43,86,85,52,66,58,40,49,47,62,65,80,70,80,48,52,41,44,35,82,65
Payton Pritchard,77,73,72,80,91,95,55,77,25,35,40,46,35,40,75,36,60,35,40,74,60,45,35,75,75,41,66,84,78,81,79,79,75,82,70,37,52
Precious Achiuwa,77,68,64,75,57,80,75,78,85,80,57,44,42,63,75,75,56,38,66,66,73,89,55,75,74,78,79,84,88,76,36,49,66,50,33,70,83
Quentin Grimes,72,73,79,83,79,85,75,74,25,70,39,58,42,55,80,46,70,59,51,75,69,68,65,86,86,63,75,85,80,80,70,74,79,65,37,41,46
Quinndary Weatherspoon,68,57,74,75,78,58,50,70,35,75,35,44,36,55,72,48,62,75,53,74,60,59,35,83,83,50,83,80,85,80,68,74,80,64,37,37,42
R.J. Barrett,85,82,70,82,73,95,98,84,45,80,52,55,79,84,85,58,82,35,47,83,79,74,75,84,84,76,82,95,80,80,79,83,82,84,52,38,65
R.J. Hampton,73,69,81,81,59,75,80,83,40,75,54,57,50,40,98,49,71,43,47,77,60,63,50,90,90,54,83,89,70,83,75,83,88,77,69,34,61
RJ Nembhard Jr.,67,71,68,72,77,50,35,73,25,75,30,37,35,44,70,43,60,45,30,73,55,65,45,82,82,54,85,80,70,80,72,77,82,70,67,37,40
Rajon Rondo,75,44,79,76,78,70,25,82,25,30,45,40,45,40,85,36,80,66,45,80,80,70,65,82,82,48,82,85,90,76,82,86,82,82,75,37,63
Raul Neto,75,91,88,70,74,80,75,78,25,25,43,40,35,64,81,40,73,49,27,75,66,80,70,71,75,51,68,82,85,79,79,79,70,79,74,30,48
Reggie Bullock,74,87,91,80,89,80,70,71,40,50,30,51,42,50,66,50,56,37,35,65,63,50,60,63,67,50,72,80,70,80,75,71,56,72,31,34,58
Reggie Jackson,77,85,74,76,81,75,70,79,25,65,25,48,28,80,88,49,74,40,35,74,70,74,70,84,84,48,85,95,85,84,82,86,84,75,71,34,48
Reggie Perry,72,68,70,63,75,50,55,65,80,75,54,50,52,44,95,66,59,42,65,51,64,59,45,72,72,70,75,82,90,84,44,57,60,42,37,84,82
Richaun Holmes,77,92,80,69,77,65,60,78,85,75,70,57,70,50,80,75,40,35,72,56,68,55,50,57,55,79,81,80,95,82,42,58,38,54,33,68,83
Ricky Rubio,79,75,60,77,84,95,85,79,25,25,25,40,26,72,92,32,78,76,40,79,76,70,60,75,75,27,60,88,73,80,84,86,75,88,79,33,60
Robert Covington,75,74,69,77,83,45,30,65,55,65,59,58,59,30,70,79,83,76,81,83,85,83,80,68,69,62,70,85,75,82,60,65,65,60,32,41,70
Robert Williams,82,95,69,25,67,90,85,82,90,75,60,50,65,54,75,76,40,43,91,64,83,78,60,71,62,83,75,80,90,81,57,48,38,62,40,90,77
Robert Woodard II,70,56,73,74,64,50,30,70,65,70,42,52,37,44,75,48,76,60,60,73,60,68,60,82,82,62,83,80,80,82,55,57,63,54,34,54,55
Robin Lopez,76,95,73,76,60,70,65,78,75,60,96,55,95,50,88,70,55,26,67,25,80,64,70,25,25,75,57,85,95,82,30,35,25,69,62,82,50
Rodney Hood,70,78,77,72,85,50,45,66,40,40,50,58,74,69,89,58,69,38,35,77,68,68,50,70,68,40,69,80,76,83,70,75,68,65,32,36,50
Rodney McGruder,71,85,73,81,72,88,65,60,35,50,30,42,41,45,80,50,79,42,40,79,79,74,70,71,69,45,70,75,70,81,68,74,67,69,37,45,52
Romeo Langford,70,79,72,78,72,45,55,73,35,65,35,58,37,44,80,42,65,42,60,76,69,50,35,81,81,42,81,92,75,80,70,79,78,69,28,47,51
Royce O'Neale,74,90,67,84,86,80,55,74,55,70,54,52,59,59,75,68,83,59,52,83,84,68,80,62,62,67,65,80,80,82,60,68,62,63,41,38,60
Rudy Gay,75,73,76,76,79,75,75,70,55,70,68,75,80,60,76,68,61,42,55,76,66,51,35,73,77,65,81,94,79,76,70,78,71,56,35,53,73
Rudy Gobert,88,93,60,25,68,95,75,75,95,75,70,58,70,80,85,97,64,40,90,65,97,74,95,48,25,87,57,90,95,81,68,35,25,58,29,82,98
Rui Hachimura,77,71,72,81,77,78,75,73,80,80,74,70,72,60,85,60,54,42,53,67,59,50,35,72,74,79,80,90,85,80,51,72,67,54,37,36,72
Russell Westbrook,78,67,76,70,65,30,40,74,30,80,45,66,66,50,85,42,74,43,42,81,70,55,70,96,96,75,92,92,85,92,75,86,95,75,78,46,75
Ryan Arcidiacono,69,47,78,75,65,85,45,76,25,30,27,38,38,45,78,35,65,37,25,68,66,62,40,70,72,40,66,80,74,82,85,79,70,85,63,31,63
Saben Lee,75,72,74,70,68,95,75,79,25,85,25,31,30,75,77,44,60,86,61,67,55,54,30,74,74,52,69,80,76,79,80,83,73,80,73,35,64
Saddiq Bey,81,75,74,80,74,97,90,77,45,60,43,42,52,74,84,64,75,41,40,79,77,72,70,63,63,69,70,87,90,81,64,76,57,75,50,55,63
Sam Hauser,70,70,77,77,89,65,50,60,40,60,44,45,45,35,85,48,55,32,49,62,52,44,45,61,61,66,62,85,85,80,50,43,55,60,38,47,52
Sandro Mamukelashvili,71,65,69,82,71,60,45,69,65,65,62,60,63,54,85,65,50,40,60,49,68,52,45,59,59,73,69,85,85,80,62,59,49,69,32,75,50
Santi Aldama,70,73,74,62,69,60,65,66,70,60,69,69,69,45,64,65,54,30,62,54,63,59,45,44,44,70,59,80,80,79,60,42,40,50,33,68,67
Scottie Barnes,82,92,79,74,73,80,80,84,80,80,58,57,57,65,85,75,75,42,62,77,75,76,75,82,82,74,92,88,85,80,77,79,77,78,55,61,66
Scottie Lewis,69,70,69,73,68,70,40,74,45,80,31,29,38,52,80,40,62,46,56,76,57,44,45,96,96,52,82,75,80,80,70,74,82,62,52,50,72
Serge Ibaka,77,91,73,80,82,50,40,66,75,75,80,73,76,35,80,80,56,32,80,57,80,71,75,49,52,79,83,88,70,94,29,35,33,72,41,65,78
Seth Curry,78,92,96,87,88,85,85,85,25,36,27,35,30,60,69,25,57,40,40,68,54,55,35,78,78,41,68,89,80,80,75,78,77,75,66,31,48
Shai Gilgeous-Alexander,88,92,88,75,83,95,98,94,40,75,50,73,72,94,98,51,78,42,61,82,75,76,70,84,84,60,83,94,90,80,88,90,84,90,78,34,54
Shake Milton,73,82,63,73,88,98,75,84,30,60,46,44,40,63,89,30,65,42,53,74,58,50,40,77,79,38,77,80,80,83,79,82,77,80,65,36,53
Sharife Cooper,71,77,73,68,83,65,50,79,25,40,25,32,25,72,81,25,70,46,51,76,64,52,50,88,88,39,80,80,78,80,75,86,88,79,81,37,62
Skylar Mays,73,71,84,75,88,72,75,70,35,45,37,52,37,57,80,42,68,56,25,75,69,60,50,70,70,42,74,92,65,80,74,79,67,75,41,40,51
Spencer Dinwiddie,81,83,65,81,84,75,85,84,35,45,40,48,42,80,98,42,74,37,35,77,68,59,70,82,82,45,75,95,56,77,88,88,82,90,74,40,60
Stanley Johnson,74,86,79,75,83,75,65,67,35,70,38,40,34,45,80,55,78,46,57,77,72,78,50,67,76,60,61,80,85,84,65,70,67,45,34,41,55
Stephen Curry,96,93,90,99,93,98,99,96,25,36,35,52,35,94,98,30,75,59,51,77,78,85,65,84,84,48,73,98,98,86,93,97,84,97,76,34,62
Sterling Brown,71,67,67,78,81,85,50,71,40,75,50,51,45,54,85,37,69,41,50,74,58,64,45,70,71,54,65,81,65,79,75,76,58,75,36,48,82
Steven Adams,83,77,65,26,57,60,50,74,80,75,79,62,82,54,79,82,55,49,63,63,85,78,80,48,37,81,68,88,90,82,69,35,33,68,61,94,84
Sviatoslav Mykhailiuk,75,86,80,78,88,70,70,74,40,55,42,47,38,49,94,37,55,53,40,67,50,54,30,82,82,54,69,81,65,79,69,64,75,64,37,40,54
T.J. McConnell,77,94,79,76,66,80,70,77,25,25,44,58,38,40,79,49,82,83,53,84,70,87,80,76,76,44,65,85,92,83,88,79,73,86,76,40,52
T.J. Warren,82,91,82,78,81,80,90,92,50,80,62,68,62,75,68,54,62,35,25,68,65,62,50,61,61,75,63,91,70,84,65,78,60,65,32,34,52
Taj Gibson,75,88,79,76,69,75,55,65,75,65,81,80,79,52,77,69,58,40,82,57,78,62,60,49,46,83,58,75,85,83,33,35,32,54,30,67,68
Talen Horton-Tucker,74,70,80,70,83,95,75,76,30,65,42,51,42,72,80,44,74,49,56,78,70,70,50,63,63,65,67,85,85,80,74,76,60,74,58,36,52
Taurean Prince,76,81,74,82,76,80,70,70,75,70,52,45,51,55,85,64,74,53,53,76,68,81,60,80,78,60,84,84,85,81,68,70,69,55,34,38,60
Terance Mann,76,90,73,80,80,95,75,70,45,75,47,50,50,61,75,54,66,38,32,73,62,59,50,71,70,50,79,85,90,80,72,77,70,83,45,50,60
Terence Davis,78,79,74,74,81,95,85,79,40,75,32,49,38,82,95,54,74,69,58,80,70,74,60,73,70,44,76,90,89,80,77,79,68,79,64,46,68
Terrence Ross,75,87,77,74,86,75,70,74,50,80,58,70,45,40,74,51,68,37,47,70,66,68,60,74,74,48,85,86,65,82,69,78,70,72,50,31,49
Terry Rozier III,82,79,95,82,84,90,85,87,40,70,45,53,48,78,95,55,75,46,50,77,59,65,50,82,82,62,81,92,87,82,83,86,82,85,68,36,53
Terry Taylor,73,74,70,70,77,50,30,70,40,45,54,52,58,40,69,54,66,56,50,74,65,40,45,77,77,69,80,85,65,83,60,66,70,62,61,88,76
Thaddeus Young,75,90,60,53,45,45,35,78,70,70,70,70,70,30,80,82,70,79,67,78,82,70,80,72,63,80,83,88,85,85,69,70,50,82,73,74,61
Thanasis Antetokounmpo,72,71,66,66,66,85,65,80,40,85,53,50,60,69,64,42,59,56,57,60,54,50,40,77,75,42,82,80,90,87,54,69,69,75,34,69,63
Theo Maledon,74,73,75,65,77,94,65,79,35,50,37,49,40,64,80,37,56,43,47,65,40,54,30,77,77,39,72,84,75,80,84,83,77,84,44,36,48
Theo Pinson,68,70,64,55,86,50,25,75,45,75,35,38,38,55,75,60,71,66,47,75,69,68,60,73,77,40,80,80,75,81,50,70,67,45,71,39,55
Thomas Bryant,79,92,74,80,67,98,95,72,75,65,79,72,82,68,78,63,40,42,67,57,79,50,50,62,57,80,52,88,95,82,40,53,53,42,33,65,65
Tim Hardaway Jr.,77,72,88,76,73,85,80,74,35,78,36,53,38,82,71,45,70,46,37,75,63,58,40,68,72,55,78,85,83,83,75,78,68,84,46,31,58
Timothe Luwawu-Cabarrot,72,53,65,79,81,65,45,78,40,75,35,51,38,55,82,55,75,41,42,76,77,54,45,79,79,42,84,85,78,81,75,74,73,74,34,36,49
Tobias Harris,83,86,81,78,84,85,90,80,65,75,70,70,83,73,95,59,58,36,56,67,66,64,60,75,59,73,79,95,73,82,77,79,56,84,65,42,73
Tomas Satoransky,73,73,70,73,87,70,60,72,30,65,30,45,48,65,80,50,71,43,30,75,70,72,60,76,76,46,79,80,75,80,78,76,76,80,70,45,52
Tony Bradley,75,88,66,26,67,65,50,74,75,60,72,62,79,65,85,72,35,37,86,54,70,58,55,51,42,82,51,80,90,80,44,44,33,58,31,84,83
Tony Snell,71,70,77,75,88,70,40,70,35,75,33,48,43,37,85,40,78,33,52,77,74,77,70,68,67,48,72,81,85,82,69,77,60,74,29,36,56
Torrey Craig,74,85,60,73,77,70,60,79,35,60,50,62,55,65,70,74,79,40,56,80,79,75,75,63,61,49,73,80,35,80,52,69,58,50,35,55,62
Trae Young,90,88,97,86,89,90,98,90,25,30,28,60,34,96,80,31,55,42,32,70,58,70,30,84,84,50,78,95,75,86,80,93,84,94,93,35,50
Tre Jones,74,94,84,69,81,75,55,70,25,35,32,34,30,40,80,34,75,43,25,79,70,76,65,74,74,60,71,85,75,81,79,79,74,79,71,40,54
Tre Mann,77,70,74,79,76,92,90,83,25,60,35,55,60,59,85,49,66,46,50,69,60,59,40,74,74,53,68,88,75,80,80,83,73,78,34,33,49
Trendon Watford,76,88,68,69,65,75,80,79,75,80,69,69,69,69,70,66,52,40,75,52,52,50,40,63,63,79,80,85,80,80,59,50,57,62,45,72,76
Trent Forrest,71,86,72,63,85,70,60,79,40,60,59,62,62,72,95,58,60,63,37,70,60,55,40,82,82,59,75,80,80,80,70,76,78,68,63,41,53
Trevelin Queen,67,67,68,74,73,70,40,70,40,75,30,45,45,66,80,40,60,46,51,70,55,47,40,70,70,49,75,80,65,83,65,70,66,62,44,54,64
Trevor Ariza,72,55,70,74,64,50,40,70,55,65,55,60,59,40,88,60,79,41,50,78,78,79,75,77,79,60,75,85,80,81,70,70,72,70,35,34,67
Trey Burke,71,89,79,76,88,81,85,74,25,30,28,45,35,55,85,48,63,42,25,68,54,60,35,80,80,41,70,85,85,80,80,86,80,84,71,29,45
Trey Lyles,76,93,73,72,80,85,75,77,70,65,66,74,69,66,80,68,36,38,63,52,64,62,40,54,55,69,65,81,80,84,55,58,41,60,39,55,79
Trey Murphy,75,70,72,77,84,80,45,70,65,75,42,44,43,31,57,69,69,40,51,70,69,59,65,84,84,60,82,85,75,80,59,50,74,64,30,54,57
Tristan Thompson,76,84,70,62,53,75,40,65,85,75,69,50,62,40,80,75,54,40,61,64,79,58,55,63,52,74,74,80,90,90,31,39,30,70,31,92,75
Troy Brown Jr.,72,77,69,75,71,75,60,70,30,70,54,59,54,65,80,48,72,43,35,78,72,71,55,70,71,58,69,85,80,81,75,77,61,75,35,47,67
Ty Jerome,73,95,87,70,83,80,65,79,40,45,38,37,40,65,80,40,66,53,40,73,65,68,50,69,69,56,62,85,85,80,84,86,68,84,70,36,44
Tyler Cook,73,77,67,30,70,90,70,60,75,70,62,62,64,65,72,59,40,37,57,49,55,55,40,69,67,66,78,80,80,84,42,64,49,65,27,67,76
Tyler Herro,85,84,89,86,88,98,98,86,30,60,37,55,48,84,95,46,69,37,40,70,65,60,50,79,78,59,72,85,75,80,78,83,74,80,74,35,62
Tyrell Terry,70,70,77,78,88,65,65,74,25,40,27,34,32,50,69,30,55,44,30,65,59,44,35,72,72,44,72,85,75,80,74,76,72,72,64,30,49
Tyrese Haliburton,83,80,95,86,76,95,90,73,40,65,42,49,40,66,95,60,74,73,56,74,74,73,65,79,79,59,70,88,85,80,82,86,79,84,76,36,49
Tyrese Maxey,84,90,82,85,87,95,95,89,25,55,25,60,30,79,95,50,79,56,52,83,69,58,65,83,83,44,70,88,95,77,84,86,80,86,74,31,49
Tyus Jones,80,95,91,79,88,97,85,82,25,30,28,40,35,74,78,30,67,63,30,70,60,80,50,71,71,34,57,92,87,84,84,82,69,82,73,31,54
Udoka Azubuike,73,64,34,25,44,40,25,70,85,75,44,45,48,40,35,76,44,28,87,51,74,54,55,72,70,80,93,79,75,83,25,35,44,34,25,73,89
Udonis Haslem,70,82,66,47,75,64,35,52,55,61,62,68,60,56,64,74,55,64,40,48,70,66,60,54,33,73,60,78,90,76,29,35,31,64,29,57,80
Usman Garuba,73,58,59,65,60,65,40,79,60,70,48,44,48,60,92,70,70,69,84,75,72,69,70,68,68,70,69,85,90,80,60,66,60,67,61,68,64
Vernon Carey Jr.,72,84,73,63,74,92,65,57,80,70,69,62,67,78,68,66,36,30,81,44,62,52,45,49,49,83,72,82,80,85,39,44,37,52,27,52,76
Victor Oladipo,76,80,72,78,75,85,85,78,35,85,41,53,40,50,84,58,84,73,51,84,82,78,80,81,81,66,88,85,85,83,75,82,80,80,71,31,63
Vit Krejci,70,70,64,70,54,50,40,72,45,70,35,38,38,55,75,50,60,52,47,71,59,58,40,75,75,40,76,80,75,80,69,70,70,70,62,49,57
Vlatko Cancar,70,68,74,70,84,65,50,70,45,65,42,44,45,45,80,48,52,33,57,63,52,40,40,60,60,63,70,80,65,87,52,64,54,54,47,47,55
Wayne Ellington,72,82,79,83,80,75,70,77,35,50,30,60,35,59,84,38,60,41,32,70,42,49,40,70,71,59,78,80,52,80,75,70,64,75,30,32,44
